codigo_ibge,municipio,uf_sigla,populacao
3160603,Santo Hipólito,MG,2692
3160702,Santos Dumont,MG,43218
3160801,São Bento Abade,MG,4846
3160900,São Brás do Suaçuí,MG,4161
3160959,São Domingos das Dores,MG,5793
3161007,São Domingos do Prata,MG,17783
3161056,São Félix de Minas,MG,3244
3161106,São Francisco,MG,54223
3161205,São Francisco de Paula,MG,6281
3161304,São Francisco de Sales,MG,5858
3161403,São Francisco do Glória,MG,4848
3161502,São Geraldo,MG,10524
3161601,São Geraldo da Piedade,MG,3200
3161650,São Geraldo do Baixio,MG,3158
3161700,São Gonçalo do Abaeté,MG,7515
3161809,São Gonçalo do Pará,MG,12275
3161908,São Gonçalo do Rio Abaixo,MG,12475
3162005,São Gonçalo do Sapucaí,MG,24497
3162104,São Gotardo,MG,43851
3162203,São João Batista do Glória,MG,7959
3162252,São João da Lagoa,MG,4962
3162302,São João da Mata,MG,3012
3162401,São João da Ponte,MG,24197
3162450,São João das Missões,MG,13547
3162500,São João del Rei,MG,94468
3162559,São João do Manhuaçu,MG,11676
3162575,São João do Manteninha,MG,5479
3162609,São João do Oriente,MG,7099
3162658,São João do Pacuí,MG,4050
3162708,São João do Paraíso,MG,24706
3162807,São João Evangelista,MG,15613
3162906,São João Nepomuceno,MG,26529
3162922,São Joaquim de Bicas,MG,37017
3162948,São José da Barra,MG,8145
3162955,São José da Lapa,MG,28087
3163003,São José da Safira,MG,3849
3163102,São José da Varginha,MG,4698
3163201,São José do Alegre,MG,4252
3163300,São José do Divino,MG,3482
3163409,São José do Goiabal,MG,5482
3163508,São José do Jacuri,MG,6282
3163607,São José do Mantimento,MG,2844
3163706,São Lourenço,MG,46868
3163805,São Miguel do Anta,MG,6410
3163904,São Pedro da União,MG,4973
3164001,São Pedro dos Ferros,MG,7132
3164100,São Pedro do Suaçuí,MG,5143
3164209,São Romão,MG,10562
3164308,São Roque de Minas,MG,7370
3164407,São Sebastião da Bela Vista,MG,6778
3164431,São Sebastião da Vargem Alegre,MG,3239
3164472,São Sebastião do Anta,MG,6415
3164506,São Sebastião do Maranhão,MG,10218
3164605,São Sebastião do Oeste,MG,9527
3164704,São Sebastião do Paraíso,MG,75179
3164803,São Sebastião do Rio Preto,MG,1229
3164902,São Sebastião do Rio Verde,MG,2385
3165008,São Tiago,MG,11559
3165107,São Tomás de Aquino,MG,6837
3165206,São Tomé das Letras,MG,7107
3165305,São Vicente de Minas,MG,6928
3165404,Sapucaí-Mirim,MG,6469
3165503,Sardoá,MG,5140
3165537,Sarzedo,MG,39974
3165552,Setubinha,MG,9985
3165560,Sem-Peixe,MG,2420
3165578,Senador Amaral,MG,6517
3165602,Senador Cortes,MG,2335
3165701,Senador Firmino,MG,7977
3165800,Senador José Bento,MG,2149
3165909,Senador Modestino Gonçalves,MG,4006
3166006,Senhora de Oliveira,MG,5577
3166105,Senhora do Porto,MG,3066
3166204,Senhora dos Remédios,MG,10657
3166303,Sericita,MG,7552
3166402,Seritinga,MG,1866
3166501,Serra Azul de Minas,MG,3808
3166600,Serra da Saudade,MG,856
3166709,Serra dos Aimorés,MG,6859
3166808,Serra do Salitre,MG,12286
3166907,Serrania,MG,7811
3166956,Serranópolis de Minas,MG,4497
3167004,Serranos,MG,2036
3167103,Serro,MG,22624
3167202,Sete Lagoas,MG,238909
3167301,Silveirânia,MG,2399
3167400,Silvianópolis,MG,6348
3167509,Simão Pereira,MG,3084
3167608,Simonésia,MG,20431
3167707,Sobrália,MG,5140
3167806,Soledade de Minas,MG,5733
3167905,Tabuleiro,MG,4097
3168002,Taiobeiras,MG,34537
3168051,Taparuba,MG,3508
3168101,Tapira,MG,4215
3168200,Tapiraí,MG,1698
3168309,Taquaraçu de Minas,MG,4394
3168408,Tarumirim,MG,15104
3168507,Teixeiras,MG,12691
3168606,Teófilo Otoni,MG,142851
3168705,Timóteo,MG,84172
3168804,Tiradentes,MG,8056
3168903,Tiros,MG,8231
3169000,Tocantins,MG,16603
3169059,Tocos do Moji,MG,3894
3169109,Toledo,MG,7625
3169208,Tombos,MG,8653
3169307,Três Corações,MG,78291
3169356,Três Marias,MG,29985
3169406,Três Pontas,MG,57209
3169505,Tumiritinga,MG,5955
3169604,Tupaciguara,MG,26583
3169703,Turmalina,MG,20769
3169802,Turvolândia,MG,5097
3169901,Ubá,MG,107423
3170008,Ubaí,MG,11985
3170057,Ubaporanga,MG,13485
3170107,Uberaba,MG,356781
3170206,Uberlândia,MG,761835
3170305,Umburatiba,MG,2742
3170404,Unaí,MG,91320
3170438,União de Minas,MG,3818
3170479,Uruana de Minas,MG,3365
3170503,Urucânia,MG,10899
3170529,Urucuia,MG,18515
3170578,Vargem Alegre,MG,5800
3170602,Vargem Bonita,MG,2207
3170651,Vargem Grande do Rio Pardo,MG,4724
3170701,Varginha,MG,143676
3170750,Varjão de Minas,MG,7305
3170800,Várzea da Palma,MG,34555
3170909,Varzelândia,MG,19210
3171006,Vazante,MG,20459
3171030,Verdelândia,MG,7737
3171071,Veredinha,MG,5240
3171105,Veríssimo,MG,3478
3171154,Vermelho Novo,MG,5048
3171204,Vespasiano,MG,138583
3171303,Viçosa,MG,79517
3171402,Vieiras,MG,3781
3171501,Mathias Lobato,MG,3053
3171600,Virgem da Lapa,MG,11774
3171709,Virgínia,MG,9164
3171808,Virginópolis,MG,10511
3171907,Virgolândia,MG,4471
3172004,Visconde do Rio Branco,MG,40711
3172103,Volta Grande,MG,4441
3172202,Wenceslau Braz,MG,2377
3200102,Afonso Cláudio,ES,32456
3200136,Águia Branca,ES,10143
3200169,Água Doce do Norte,ES,12585
3200201,Alegre,ES,30702
3200300,Alfredo Chaves,ES,14376
3200359,Alto Rio Novo,ES,7760
3200409,Anchieta,ES,33017
3200508,Apiacá,ES,7462
3200607,Aracruz,ES,103363
3200706,Atílio Vivácqua,ES,11046
3200805,Baixo Guandu,ES,32829
3200904,Barra de São Francisco,ES,45415
3201001,Boa Esperança,ES,14054
3201100,Bom Jesus do Norte,ES,10820
3201159,Brejetuba,ES,13718
3201209,Cachoeiro de Itapemirim,ES,198342
3201308,Cariacica,ES,376200
3201407,Castelo,ES,39575
3201506,Colatina,ES,129301
3201605,Conceição da Barra,ES,28923
3201704,Conceição do Castelo,ES,12472
3201803,Divino de São Lourenço,ES,5397
3201902,Domingos Martins,ES,38236
3202009,Dores do Rio Preto,ES,6902
3202108,Ecoporanga,ES,22611
3202207,Fundão,ES,18898
3202256,Governador Lindenberg,ES,11484
3202306,Guaçuí,ES,31418
3202405,Guarapari,ES,136311
3202454,Ibatiba,ES,27543
3202504,Ibiraçu,ES,12304
3202553,Ibitirama,ES,10015
3202603,Iconha,ES,12790
3202652,Irupi,ES,14647
3202702,Itaguaçu,ES,14042
3202801,Itapemirim,ES,44020
3202900,Itarana,ES,10975
3203007,Iúna,ES,30556
3203056,Jaguaré,ES,31551
3203106,Jerônimo Monteiro,ES,12108
3203130,João Neiva,ES,14295
3203163,Laranja da Terra,ES,11597
3203205,Linhares,ES,183797
3203304,Mantenópolis,ES,13131
3203320,Marataízes,ES,45953
3203346,Marechal Floriano,ES,18964
3203353,Marilândia,ES,13087
3203403,Mimoso do Sul,ES,25088
3203502,Montanha,ES,19830
3203601,Mucurici,ES,5653
3203700,Muniz Freire,ES,18809
3203809,Muqui,ES,14185
3203908,Nova Venécia,ES,52324
3204005,Pancas,ES,19120
3204054,Pedro Canário,ES,21923
3204104,Pinheiros,ES,24843
3204203,Piúma,ES,23912
3204252,Ponto Belo,ES,6671
3204302,Presidente Kennedy,ES,14852
3204351,Rio Bananal,ES,20350
3204401,Rio Novo do Sul,ES,11471
3204500,Santa Leopoldina,ES,13813
3204559,Santa Maria de Jetibá,ES,45575
3204609,Santa Teresa,ES,23872
3204658,São Domingos do Norte,ES,9051
3204708,São Gabriel da Palha,ES,34272
3204807,São José do Calçado,ES,11411
3204906,São Mateus,ES,134423
3204955,São Roque do Canaã,ES,11256
3205002,Serra,ES,579720
3205010,Sooretama,ES,28668
3205036,Vargem Alta,ES,20390
3205069,Venda Nova do Imigrante,ES,25395
3205101,Viana,ES,79043
3205150,Vila Pavão,ES,9319
3205176,Vila Valério,ES,14267
3205200,Vila Velha,ES,506779
3205309,Vitória,ES,343378
3300100,Angra dos Reis,RJ,179142
3300159,Aperibé,RJ,11426
3300209,Araruama,RJ,137906
3300225,Areal,RJ,12239
3300233,Armação dos Búzios,RJ,42527
3300258,Arraial do Cabo,RJ,32822
3300308,Barra do Piraí,RJ,98506
3300407,Barra Mansa,RJ,181679
3300456,Belford Roxo,RJ,518384
3300506,Bom Jardim,RJ,29758
3300605,Bom Jesus do Itabapoana,RJ,37176
3300704,Cabo Frio,RJ,238438
3300803,Cachoeiras de Macacu,RJ,59861
3300902,Cambuci,RJ,15069
3300936,Carapebus,RJ,14329
3300951,Comendador Levy Gasparian,RJ,9048
3301009,Campos dos Goytacazes,RJ,519259
3301108,Cantagalo,RJ,19995
3301157,Cardoso Moreira,RJ,13407
3301207,Carmo,RJ,17741
3301306,Casimiro de Abreu,RJ,48636
3301405,Conceição de Macabu,RJ,21770
3301504,Cordeiro,RJ,21448
3301603,Duas Barras,RJ,11355
3301702,Duque de Caxias,RJ,866225
3301801,Engenheiro Paulo de Frontin,RJ,12644
3301850,Guapimirim,RJ,54311
3301876,Iguaba Grande,RJ,29616
3301900,Itaboraí,RJ,240127
3302007,Itaguaí,RJ,124021
3302056,Italva,RJ,14518
3302106,Itaocara,RJ,23645
3302205,Itaperuna,RJ,107297
3302254,Itatiaia,RJ,32713
3302270,Japeri,RJ,102171
3302304,Laje do Muriaé,RJ,7584
3302403,Macaé,RJ,264439
3302452,Macuco,RJ,5602
3302502,Magé,RJ,244142
3302601,Mangaratiba,RJ,43660
3302700,Maricá,RJ,212470
3302809,Mendes,RJ,18048
3302858,Mesquita,RJ,178830
3302908,Miguel Pereira,RJ,28142
3303005,Miracema,RJ,28416
3303104,Natividade,RJ,15551
3303203,Nilópolis,RJ,155500
3303302,Niterói,RJ,516787
3303401,Nova Friburgo,RJ,203417
3303500,Nova Iguaçu,RJ,843220
3303609,Paracambi,RJ,43627
3303708,Paraíba do Sul,RJ,44479
3303807,Paraty,RJ,47668
3303856,Paty do Alferes,RJ,31370
3303906,Petrópolis,RJ,294926
3303955,Pinheiral,RJ,25096
3304003,Piraí,RJ,29066
3304102,Porciúncula,RJ,17832
3304110,Porto Real,RJ,21089
3304128,Quatis,RJ,14165
3304144,Queimados,RJ,149135
3304151,Quissamã,RJ,23142
3304201,Resende,RJ,137697
3304300,Rio Bonito,RJ,59126
3304409,Rio Claro,RJ,17951
3304508,Rio das Flores,RJ,9267
3304524,Rio das Ostras,RJ,168455
3304557,Rio de Janeiro,RJ,6730729
3304607,Santa Maria Madalena,RJ,10580
3304706,Santo Antônio de Pádua,RJ,43697
3304755,São Francisco de Itabapoana,RJ,47397
3304805,São Fidélis,RJ,41212
3304904,São Gonçalo,RJ,960196
3305000,São João da Barra,RJ,38740
3305109,São João de Meriti,RJ,466503
3305133,São José de Ubá,RJ,7318
3305158,São José do Vale do Rio Preto,RJ,22813
3305208,São Pedro da Aldeia,RJ,110677
3305307,São Sebastião do Alto,RJ,7993
3305406,Sapucaia,RJ,18291
3305505,Saquarema,RJ,95315
3305554,Seropédica,RJ,84794
3305604,Silva Jardim,RJ,22028
3305703,Sumidouro,RJ,15693
3305752,Tanguá,RJ,32865
3305802,Teresópolis,RJ,176735
3305901,Trajano de Moraes,RJ,10654
3306008,Três Rios,RJ,82319
3306107,Valença,RJ,71449
3306156,Varre-Sai,RJ,10563
3306206,Vassouras,RJ,35907
3306305,Volta Redonda,RJ,279971
3500105,Adamantina,SP,35673
3500204,Adolfo,SP,4505
3500303,Aguaí,SP,32886
3500402,Águas da Prata,SP,7463
3500501,Águas de Lindóia,SP,18257
3500550,Águas de Santa Bárbara,SP,7460
3500600,Águas de São Pedro,SP,2928
3500709,Agudos,SP,38988
3500758,Alambari,SP,6373
3500808,Alfredo Marcondes,SP,4574
3500907,Altair,SP,3467
3501004,Altinópolis,SP,17197
3501103,Alto Alegre,SP,3874
3501152,Alumínio,SP,17607
3501202,Álvares Florence,SP,3979
3501301,Álvares Machado,SP,28386
3501400,Álvaro de Carvalho,SP,4901
3501509,Alvinlândia,SP,2919
3501608,Americana,SP,247571
3501707,Américo Brasiliense,SP,33708
3501806,Américo de Campos,SP,5981
3501905,Amparo,SP,69792
3502002,Analândia,SP,4694
3502101,Andradina,SP,61625
3502200,Angatuba,SP,24573
3502309,Anhembi,SP,5766
3502408,Anhumas,SP,4118
3502507,Aparecida,SP,33141
3502606,Aparecida d'Oeste,SP,4112
3502705,Apiaí,SP,24857
3502754,Araçariguama,SP,22314
3502804,Araçatuba,SP,208415
3502903,Araçoiaba da Serra,SP,33832
3503000,Aramina,SP,5535
3503109,Arandu,SP,7076
3503158,Arapeí,SP,2355
3503208,Araraquara,SP,253474
3503307,Araras,SP,135744
3503356,Arco-Íris,SP,2089
3503406,Arealva,SP,8290
3503505,Areias,SP,3617
3503604,Areiópolis,SP,10242
3503703,Ariranha,SP,7621
3503802,Artur Nogueira,SP,53467
3503901,Arujá,SP,90273
3503950,Aspásia,SP,1875
3504008,Assis,SP,104858
3504107,Atibaia,SP,167161
3504206,Auriflama,SP,13856
3504305,Avaí,SP,4503
3504404,Avanhandava,SP,11436
3504503,Avaré,SP,96450
3504602,Bady Bassitt,SP,29346
3504701,Balbinos,SP,3969
3504800,Bálsamo,SP,9902
3504909,Bananal,SP,10097
3505005,Barão de Antonina,SP,3632
3505104,Barbosa,SP,5627
3505203,Bariri,SP,32406
3505302,Barra Bonita,SP,35129
3505351,Barra do Chapéu,SP,5254
3505401,Barra do Turvo,SP,6894
3505500,Barretos,SP,126957
3505609,Barrinha,SP,33304
3505708,Barueri,SP,333737
3505807,Bastos,SP,21936
3505906,Batatais,SP,59939
3506003,Bauru,SP,392947
3506102,Bebedouro,SP,78257
3506201,Bento de Abreu,SP,2640
3506300,Bernardino de Campos,SP,11881
3506359,Bertioga,SP,67436
3506409,Bilac,SP,7464
3506508,Birigui,SP,123340
3506607,Biritiba Mirim,SP,30564
3506706,Boa Esperança do Sul,SP,13113
3506805,Bocaina,SP,11480
3506904,Bofete,SP,10710
3507001,Boituva,SP,63850
3507100,Bom Jesus dos Perdões,SP,22579
3507159,Bom Sucesso de Itararé,SP,3609
3507209,Borá,SP,932
3507308,Boracéia,SP,4838
3507407,Borborema,SP,14405
3507456,Borebi,SP,2801
3507506,Botucatu,SP,151053
3507605,Bragança Paulista,SP,185688
3507704,Braúna,SP,5477
3507753,Brejo Alegre,SP,2605
3507803,Brodowski,SP,26314
3507902,Brotas,SP,24501
3508009,Buri,SP,20731
3508108,Buritama,SP,17658
3508207,Buritizal,SP,4458
3508306,Cabrália Paulista,SP,4360
3508405,Cabreúva,SP,48654
3508504,Caçapava,SP,100071
3508603,Cachoeira Paulista,SP,32534
3508702,Caconde,SP,17228
3508801,Cafelândia,SP,16907
3508900,Caiabu,SP,3726
3509007,Caieiras,SP,98549
3509106,Caiuá,SP,5599
3509205,Cajamar,SP,98365
3509254,Cajati,SP,29262
3509304,Cajobi,SP,9210
3509403,Cajuru,SP,24233
3509452,Campina do Monte Alegre,SP,6090
3509502,Campinas,SP,1187974
3509601,Campo Limpo Paulista,SP,79781
3509700,Campos do Jordão,SP,47956
3509809,Campos Novos Paulista,SP,5003
3509908,Cananéia,SP,12491
3509957,Canas,SP,5068
3510005,Cândido Mota,SP,30157
3510104,Cândido Rodrigues,SP,2959
3510153,Canitar,SP,6589
3510203,Capão Bonito,SP,47409
3510302,Capela do Alto,SP,23777
3510401,Capivari,SP,51369
3510500,Caraguatatuba,SP,142248
3510609,Carapicuíba,SP,398236
3510708,Cardoso,SP,11476
3510807,Casa Branca,SP,28779
3510906,Cássia dos Coqueiros,SP,2861
3511003,Castilho,SP,20485
3511102,Catanduva,SP,119275
3511201,Catiguá,SP,7101
3511300,Cedral,SP,13314
3511409,Cerqueira César,SP,22210
3511508,Cerquilho,SP,46391
3511607,Cesário Lange,SP,19707
3511706,Charqueada,SP,15814
3511904,Clementina,SP,7084
3512001,Colina,SP,18880
3512100,Colômbia,SP,6802
3512209,Conchal,SP,29132
3512308,Conchas,SP,15345
3512407,Cordeirópolis,SP,25286
3512506,Coroados,SP,5504
3512605,Coronel Macedo,SP,4271
3512704,Corumbataí,SP,4296
3512803,Cosmópolis,SP,61167
3512902,Cosmorama,SP,9019
3513009,Cotia,SP,289493
3513108,Cravinhos,SP,34307
3513207,Cristais Paulista,SP,9600
3513306,Cruzália,SP,2123
3513405,Cruzeiro,SP,76444
3513504,Cubatão,SP,114870
3513603,Cunha,SP,22460
3513702,Descalvado,SP,32663
3513801,Diadema,SP,403579
3513850,Dirce Reis,SP,1639
3513900,Divinolândia,SP,11305
3514007,Dobrada,SP,8986
3514106,Dois Córregos,SP,24847
3514205,Dolcinópolis,SP,2254
3514304,Dourado,SP,8169
3514403,Dracena,SP,46735
3514502,Duartina,SP,12532
3514601,Dumont,SP,9764
3514700,Echaporã,SP,6291
3514809,Eldorado,SP,13109
3514908,Elias Fausto,SP,18168
3514924,Elisiário,SP,3190
3514957,Embaúba,SP,2349
3515004,Embu das Artes,SP,259788
3515103,Embu-Guaçu,SP,68913
3515129,Emilianópolis,SP,3061
3515152,Engenheiro Coelho,SP,20261
3515186,Espírito Santo do Pinhal,SP,40610
3515194,Espírito Santo do Turvo,SP,4214
3515202,Estrela d'Oeste,SP,9696
3515301,Estrela do Norte,SP,2751
3515350,Euclides da Cunha Paulista,SP,7883
3515400,Fartura,SP,17029
3515509,Fernandópolis,SP,73508
3515608,Fernando Prestes,SP,6080
3515657,Fernão,SP,1692
3515707,Ferraz de Vasconcelos,SP,186479
3515806,Flora Rica,SP,1483
3515905,Floreal,SP,2747
3516002,Flórida Paulista,SP,13175
3516101,Florínea,SP,4022
3516200,Franca,SP,365494
3516309,Francisco Morato,SP,171476
3516408,Franco da Rocha,SP,150241
3516507,Gabriel Monteiro,SP,2813
3516606,Gália,SP,6413
3516705,Garça,SP,43081
3516804,Gastão Vidigal,SP,3203
3516853,Gavião Peixoto,SP,4806
3516903,General Salgado,SP,10437
3517000,Getulina,SP,10337
3517109,Glicério,SP,4158
3517208,Guaiçara,SP,11478
3517307,Guaimbê,SP,5609
3517406,Guaíra,SP,40489
3517505,Guapiaçu,SP,22445
3517604,Guapiara,SP,17225
3517703,Guará,SP,18748
3517802,Guaraçaí,SP,7453
3517901,Guaraci,SP,10554
3518008,Guarani d'Oeste,SP,1999
3518107,Guarantã,SP,6532
3518206,Guararapes,SP,31888
3518305,Guararema,SP,32620
3518404,Guaratinguetá,SP,121916
3518503,Guareí,SP,15285
3518602,Guariba,SP,38678
3518701,Guarujá,SP,294871
3518800,Guarulhos,SP,1349100
3518859,Guatapará,SP,7474
3518909,Guzolândia,SP,4259
3519006,Herculândia,SP,9316
3519055,Holambra,SP,15718
3519071,Hortolândia,SP,248842
3519105,Iacanga,SP,10648
3519204,Iacri,SP,6197
3519253,Iaras,SP,8313
3519303,Ibaté,SP,33160
3519402,Ibirá,SP,11952
3519501,Ibirarema,SP,6450
3519600,Ibitinga,SP,62143
3519709,Ibiúna,SP,77801
3519808,Icém,SP,7982
3519907,Iepê,SP,7739
3520004,Igaraçu do Tietê,SP,23421
3520103,Igarapava,SP,26696
3520202,Igaratá,SP,10984
3520301,Iguape,SP,29891
3520400,Ilhabela,SP,36559
3520426,Ilha Comprida,SP,14104
3520442,Ilha Solteira,SP,26257
3520509,Indaiatuba,SP,269657
3520608,Indiana,SP,5200
3520707,Indiaporã,SP,4113
3520806,Inúbia Paulista,SP,3671
3520905,Ipaussu,SP,13935
3521002,Iperó,SP,38277
3521101,Ipeúna,SP,7027
3521150,Ipiguá,SP,7115
3521200,Iporanga,SP,4083
3521309,Ipuã,SP,14701
3521408,Iracemápolis,SP,22500
3521507,Irapuã,SP,6932
3521606,Irapuru,SP,7120
3521705,Itaberá,SP,18263
3521804,Itaí,SP,25979
3521903,Itajobi,SP,17502
3522000,Itaju,SP,3715
3522109,Itanhaém,SP,118495
3522158,Itaoca,SP,3497
3522208,Itapecerica da Serra,SP,163003
3522307,Itapetininga,SP,164256
3522406,Itapeva,SP,92393
3522505,Itapevi,SP,242995
3522604,Itapira,SP,74038
3522653,Itapirapuã Paulista,SP,4420
3522703,Itápolis,SP,40445
3522802,Itaporanga,SP,14245
3522901,Itapuí,SP,14035
3523008,Itapura,SP,4002
3523107,Itaquaquecetuba,SP,382983
3523206,Itararé,SP,45213
3523305,Itariri,SP,15916
3523404,Itatiba,SP,127112
3523503,Itatinga,SP,19462
3523602,Itirapina,SP,16454
3523701,Itirapuã,SP,5857
3523800,Itobi,SP,8227
3523909,Itu,SP,175047
3524006,Itupeva,SP,74994
3524105,Ituverava,SP,38413
3524204,Jaborandi,SP,6280
3524303,Jaboticabal,SP,73473
3524402,Jacareí,SP,250952
3524501,Jaci,SP,7944
3524600,Jacupiranga,SP,16216
3524709,Jaguariúna,SP,62309
3524808,Jales,SP,50078
3524907,Jambeiro,SP,6611
3525003,Jandira,SP,121550
3525102,Jardinópolis,SP,47125
3525201,Jarinu,SP,40007
3525300,Jaú,SP,137409
3525409,Jeriquara,SP,4000
3525508,Joanópolis,SP,13131
3525607,João Ramalho,SP,4464
3525706,José Bonifácio,SP,37992
3525805,Júlio Mesquita,SP,4302
3525854,Jumirim,SP,3132
3525904,Jundiaí,SP,463039
3526001,Junqueirópolis,SP,20939
3526100,Juquiá,SP,17184
3526209,Juquitiba,SP,27969
3526308,Lagoinha,SP,5183
3526407,Laranjal Paulista,SP,27044
3526506,Lavínia,SP,9940
3526605,Lavrinhas,SP,7348
3526704,Leme,SP,101537
3526803,Lençóis Paulista,SP,68568
3526902,Limeira,SP,301292
3527009,Lindóia,SP,7158
3527108,Lins,SP,76844
3527207,Lorena,SP,87468
3527256,Lourdes,SP,1962
3527306,Louveira,SP,54865
3527405,Lucélia,SP,20378
3527504,Lucianópolis,SP,2423
3527603,Luís Antônio,SP,12564
3527702,Luiziânia,SP,4740
3527801,Lupércio,SP,4004
3527900,Lutécia,SP,2697
3528007,Macatuba,SP,17140
3528106,Macaubal,SP,7581
3528205,Macedônia,SP,4058
3528304,Magda,SP,3211
3528403,Mairinque,SP,51888
3528502,Mairiporã,SP,97835
3528601,Manduri,SP,10122
3528700,Marabá Paulista,SP,4619
3528809,Maracaí,SP,12804
3528858,Marapoama,SP,3415
3528908,Mariápolis,SP,3526
3529005,Marília,SP,247348
3529104,Marinópolis,SP,1862
3529203,Martinópolis,SP,25240
3529302,Matão,SP,81075
3529401,Mauá,SP,429014
3529500,Mendonça,SP,6420
3529609,Meridiano,SP,4721
3529658,Mesópolis,SP,1990
3529708,Miguelópolis,SP,19621
3529807,Mineiros do Tietê,SP,11322
3529906,Miracatu,SP,18610
3530003,Mira Estrela,SP,3209
3530102,Mirandópolis,SP,28754
3530201,Mirante do Paranapanema,SP,16031
3530300,Mirassol,SP,65811
3530409,Mirassolândia,SP,4783
3530508,Mococa,SP,69372
3530607,Mogi das Cruzes,SP,470302
3530706,Mogi Guaçu,SP,160318
3530805,Mogi Mirim,SP,95742
3530904,Mombuca,SP,3830
3531001,Monções,SP,1947
3531100,Mongaguá,SP,64845
3531209,Monte Alegre do Sul,SP,8923
3531308,Monte Alto,SP,48758
3531407,Monte Aprazível,SP,22668
3531506,Monte Azul Paulista,SP,18337
3531605,Monte Castelo,SP,4306
3531704,Monteiro Lobato,SP,4205
3531803,Monte Mor,SP,67832
3531902,Morro Agudo,SP,28521
3532009,Morungaba,SP,14147
3532058,Motuca,SP,4071
3532108,Murutinga do Sul,SP,3748
3532157,Nantes,SP,2697
3532207,Narandiba,SP,5956
3532306,Natividade da Serra,SP,7155
3532405,Nazaré Paulista,SP,18675
3532504,Neves Paulista,SP,9953
3532603,Nhandeara,SP,9915
3532702,Nipoã,SP,4876
3532801,Nova Aliança,SP,6885
3532827,Nova Campina,SP,8630
3532843,Nova Canaã Paulista,SP,2055
3532868,Nova Castilho,SP,1072
3532900,Nova Europa,SP,9459
3533007,Nova Granada,SP,19733
3533106,Nova Guataporanga,SP,2188
3533205,Nova Independência,SP,4847
3533254,Novais,SP,4463
3533304,Nova Luzitânia,SP,2817
3533403,Nova Odessa,SP,64596
3533502,Novo Horizonte,SP,39494
3533601,Nuporanga,SP,7570
3533700,Ocauçu,SP,4418
3533809,Óleo,SP,2535
3533908,Olímpia,SP,56874
3534005,Onda Verde,SP,4942
3534104,Oriente,SP,6180
3534203,Orindiúva,SP,6157
3534302,Orlândia,SP,39144
3534401,Osasco,SP,759524
3534500,Oscar Bressane,SP,2502
3534609,Osvaldo Cruz,SP,32112
3534708,Ourinhos,SP,106911
3534757,Ouroeste,SP,10660
3534807,Ouro Verde,SP,7900
3534906,Pacaembu,SP,15273
3535002,Palestina,SP,11704
3535101,Palmares Paulista,SP,9666
3535200,Palmeira d'Oeste,SP,8971
3535309,Palmital,SP,19714
3535408,Panorama,SP,15227
3535507,Paraguaçu Paulista,SP,42049
3535606,Paraibuna,SP,17959
3535705,Paraíso,SP,6218
3535804,Paranapanema,SP,19853
3535903,Paranapuã,SP,4118
3536000,Parapuã,SP,10720
3536109,Pardinho,SP,7435
3536208,Pariquera-Açu,SP,19603
3536257,Parisi,SP,3030
3536307,Patrocínio Paulista,SP,14888
3536406,Paulicéia,SP,8255
3536505,Paulínia,SP,116674
3536570,Paulistânia,SP,2156
3536604,Paulo de Faria,SP,7390
3536703,Pederneiras,SP,46337
3536802,Pedra Bela,SP,6745
3536901,Pedranópolis,SP,2856
3537008,Pedregulho,SP,15737
3537107,Pedreira,SP,44385
3537156,Pedrinhas Paulista,SP,2833
3537206,Pedro de Toledo,SP,11617
3537305,Penápolis,SP,63426
3537404,Pereira Barreto,SP,24360
3537503,Pereiras,SP,9013
3537602,Peruíbe,SP,70629
3537701,Piacatu,SP,5631
3537800,Piedade,SP,54266
3537909,Pilar do Sul,SP,28459
3538006,Pindamonhangaba,SP,172681
3538105,Pindorama,SP,14704
3538204,Pinhalzinho,SP,15676
3538303,Piquerobi,SP,3287
3538501,Piquete,SP,12516
3538600,Piracaia,SP,26795
3538709,Piracicaba,SP,440835
3538808,Piraju,SP,30294
3538907,Pirajuí,SP,22734
3539004,Pirangi,SP,11085
3539103,Pirapora do Bom Jesus,SP,18925
3539202,Pirapozinho,SP,26097
3539301,Pirassununga,SP,75594
3539400,Piratininga,SP,15657
3539509,Pitangueiras,SP,34361
3539608,Planalto,SP,4451
3539707,Platina,SP,3055
3539806,Poá,SP,106355
3539905,Poloni,SP,5702
3540002,Pompéia,SP,20520
3540101,Pongaí,SP,3440
3540200,Pontal,SP,38286
3540259,Pontalinda,SP,4198
3540309,Pontes Gestal,SP,2411
3540408,Populina,SP,4182
3540507,Porangaba,SP,10850
3540606,Porto Feliz,SP,58605
3540705,Porto Ferreira,SP,53966
3540754,Potim,SP,20801
3540804,Potirendaba,SP,19097
3540853,Pracinha,SP,2589
3540903,Pradópolis,SP,17299
3541000,Praia Grande,SP,368539
3541059,Pratânia,SP,5264
3541109,Presidente Alves,SP,3830
3541208,Presidente Bernardes,SP,14803
3541307,Presidente Epitácio,SP,40322
3541406,Presidente Prudente,SP,234706
3541505,Presidente Venceslau,SP,35810
3541604,Promissão,SP,35973
3541653,Quadra,SP,3477
3541703,Quatá,SP,13412
3541802,Queiroz,SP,3366
3541901,Queluz,SP,9074
3542008,Quintana,SP,7260
3542107,Rafard,SP,9145
3542206,Rancharia,SP,29387
3542305,Redenção da Serra,SP,4637
3542404,Regente Feijó,SP,20620
3542503,Reginópolis,SP,7820
